,spectral_centroid_mean,spectral_centroid_std,spectral_rolloff_mean,spectral_rolloff_std,spectral_bandwidth_mean,spectral_bandwidth_std,spectral_flux_mean,spectral_flux_std,zero_crossings_mean,zero_crossings_std,tempo,low_energy,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,genre
blues.00000.wav,1784.1226409867395,360.2020051842056,3805.7230301080335,949.3434134740136,2002.4124070990924,292.9751019492861,1.3917769,1.4814874,0.08304482066898686,0.027693783681433826,123.046875,0.5320959010054138,-113.59882,50.688946,121.57067,17.200205,-19.162262,15.348761,42.363937,12.289782,-6.362266,12.961206,0
blues.00001.wav,1530.2617668815155,613.1194895956231,3550.7136156830047,1725.7783473036059,2038.987608168796,462.49875994490174,1.4452636,2.0028272,0.05603980870552978,0.03804630719740175,107.666015625,0.5174013921113689,-207.52383,88.142525,123.98514,23.662489,8.947019,23.923552,35.86715,16.270117,2.9095943,16.732485,0
blues.00002.wav,1552.8324813719914,395.5641680077641,3042.4101154654873,885.5116455461281,1747.7540869151055,276.21624401516937,1.6386017,1.9498403,0.07629120746326373,0.031730570099435376,161.4990234375,0.5088940448569219,-90.757164,57.6011,140.44087,22.55784,-29.084547,20.29937,31.686693,11.998093,-13.976547,12.476432,0
blues.00003.wav,1070.1534179991847,429.37863172796966,2184.8790286035382,1221.9156472279285,1596.422564648525,408.10763815768064,1.2481678,1.7497114,0.03330886262567672,0.020561103742135052,172.265625,0.5506573859242073,-199.57513,74.2177,150.0861,21.361393,5.663404,16.034643,26.855282,12.584162,1.7700713,16.369904,0
blues.00004.wav,1835.1285128875493,585.8749830359561,3579.9574708164155,1253.928346818156,1748.4107586184412,297.28556051666163,1.6452925,1.9637955,0.10146053871809745,0.04420548271538123,135.99917763157896,0.5777262180974478,-160.35417,72.10481,126.20948,29.210808,-35.581394,18.276552,22.139256,13.919527,-32.47355,18.341904,0
blues.00005.wav,1832.0115969793162,1015.1274949311747,3481.4676306917054,1809.5265116114597,1729.5808045469614,449.2728281070016,1.5195411,2.25183,0.09404153373936582,0.07895058970522166,112.34714673913044,0.5916473317865429,-177.80176,85.48365,118.20316,56.52615,-17.57063,25.575533,30.760927,22.038372,-21.742554,20.815298,0
blues.00006.wav,1459.4696906334664,661.8345700745576,2795.910729498985,1273.3843919480398,1389.0684455609621,430.2979446805255,1.6381124,2.3830261,0.07305223740815932,0.04369405757996276,123.046875,0.57153905645785,-190.0688,98.25145,130.27023,43.9739,-36.362114,36.152878,33.03621,21.91331,11.093892,32.90848,0
blues.00007.wav,1451.8594135288934,670.5234080251932,2955.3197165929523,1276.5411918238867,1577.5671155774064,410.1190064964672,1.5435377,1.9430472,0.061442246108855375,0.04299786357871877,92.28515625,0.5777262180974478,-179.3723,81.07715,136.44833,38.458363,-26.662588,24.314785,39.96545,18.7991,5.3108935,25.496855,0
blues.00008.wav,1719.4633657482495,404.114381064394,3782.441190998405,1123.8258620667884,2031.8293659086537,324.90910156638796,1.4527974,1.5697904,0.06402488761600927,0.027045919171916347,83.35433467741936,0.5297757153905646,-121.38979,51.182755,122.49833,20.360193,-14.734729,18.47225,46.122135,13.92542,-8.179258,13.3069935,0
blues.00009.wav,1817.2305903199676,546.023281934421,3943.8319655416185,1169.0955250840677,1973.7920387975744,337.8463326627401,1.2483472,1.1851847,0.07917482356921887,0.03711682977865272,129.19921875,0.576952822892498,-213.26424,78.3133,115.16476,28.253563,-11.69817,25.866669,39.015358,18.73323,-20.348331,23.065073,0
blues.00010.wav,1410.0234233871572,453.4745530782103,2765.967419971723,1194.8738071079904,1512.3046546445703,380.8228733269771,1.890094,3.240639,0.06295882576856149,0.0210127131611687,161.4990234375,0.525908739365816,-173.81046,90.238914,137.17355,32.90371,-23.72303,32.077187,26.979677,22.257994,-16.67521,17.023214,0
blues.00011.wav,1352.7427099786896,715.509158121784,2880.9110920279873,1712.5840466031102,1756.8820972445817,469.37893319879066,1.4497986,1.8807319,0.043930584759280744,0.04353977919397629,161.4990234375,0.5839133797370456,-287.9319,77.015236,124.01078,31.54355,5.4674478,17.38032,33.66307,18.560553,1.0916538,21.005148,0
blues.00012.wav,1360.685601396563,507.0311958791169,2738.8302548578886,976.2401372434001,1567.2994687681546,212.12167215580274,1.5182763,1.914128,0.06909500676720805,0.04879100679250699,92.28515625,0.5730858468677494,-207.2383,67.64448,132.82741,25.807415,-15.45408,30.581554,60.980972,18.180555,0.71902615,17.718584,0
blues.00013.wav,1324.5278253934111,414.19425910283996,2711.4849187935033,1037.4750877320284,1827.8501317079445,279.8874233394271,1.3763235,1.4272796,0.0514017032820959,0.035431452423898294,107.666015625,0.625676720804331,-209.80392,44.3695,124.46476,23.279465,10.309394,25.73227,47.016357,12.182557,6.478227,10.094635,0
blues.00014.wav,1171.9674317528452,383.75572506739456,2344.9874700913574,936.5402439676935,1705.3701298880749,310.6440709820695,1.38883,1.4332074,0.045036675850734724,0.0394964660662841,151.99908088235293,0.6272235112142305,-305.66437,90.51316,113.07102,26.117973,12.107334,38.245975,45.052197,14.985571,17.734385,15.774929,0
blues.00015.wav,1420.4385715704166,447.1402275029638,2930.239280470563,836.600514080199,1731.176852821169,285.1528585838566,1.4591554,1.4098027,0.06370125495456304,0.044056664195648826,99.38401442307692,0.597061098221191,-238.51962,66.17874,120.10219,26.984787,-4.2219477,31.285717,42.294594,19.575136,5.923822,17.283571,0
blues.00016.wav,1455.0726343996485,390.25221340169696,3010.010388721723,1005.1216329974804,1826.0433386098866,341.70247675324714,1.4060903,1.3304595,0.06134406117072699,0.037666938600053254,103.359375,0.5908739365815932,-233.77281,70.41757,120.66434,23.701458,-3.1640925,34.74571,39.514828,19.920452,3.8315244,16.866493,0
blues.00017.wav,1089.0053437267554,481.3241023265417,2135.41761075261,1039.989055283002,1411.0016369489492,264.1286182082762,1.5880096,1.7387147,0.048326248912412995,0.029071729672521987,161.4990234375,0.5908739365815932,-245.68721,72.08507,140.48125,28.287134,-2.7912185,28.21038,60.404514,18.997026,18.903513,15.344066,0
blues.00018.wav,1537.49138675598,439.4930860864161,3495.331815998405,1352.147626803901,2053.9654116157853,381.45561934705455,1.2209569,1.2157975,0.056141769987432324,0.04149945968613148,83.35433467741936,0.5846867749419954,-252.48178,53.611404,104.94516,24.577627,15.296443,25.728199,42.68784,12.756242,6.770452,9.637041,0
blues.00019.wav,1195.4981307417586,499.54057175429324,2235.6144526718385,1099.0453312721756,1481.0226382418614,216.51399910866624,1.5637485,1.7148486,0.05888603900812065,0.042406678445582685,123.046875,0.5738592420726991,-236.67947,74.6769,138.4056,23.157816,-4.9304795,34.16023,47.6545,17.642038,5.1578503,21.593693,0
blues.00020.wav,1390.3828144597217,321.0658048735375,3006.1467358794953,972.5903412923582,1911.2183779596783,297.8096181650386,1.3945771,1.3989509,0.05258634232405259,0.024823961803533193,135.99917763157896,0.6519721577726219,-230.36378,54.673214,127.07773,19.94413,7.114696,24.502907,39.767056,13.266759,1.9217217,10.790005,0
blues.00021.wav,1046.7751265628158,539.856928130785,1831.2215641313805,1161.1499165632579,1481.055846630085,265.13529526548456,1.4756387,1.6454889,0.047907452387857694,0.04828363521002576,99.38401442307692,0.5761794276875484,-264.67126,79.628624,138.85434,31.645363,11.16733,35.826588,48.523926,19.268066,14.904312,15.752654,0
blues.00022.wav,1155.8692569677266,560.4933042774779,2169.63258818518,1153.832496080009,1497.9367164922812,243.08860522388892,1.5292397,1.7895285,0.05856995903422274,0.05355341824919657,99.38401442307692,0.5645784996133024,-233.96312,80.64891,136.14453,30.979477,3.306636,34.102406,48.930626,19.595058,8.705184,17.453188,0
blues.00023.wav,1210.1413909563544,363.09164436425385,2521.9827390878772,781.0581759450912,1497.6767028462984,227.25566781627253,1.4347608,1.5045835,0.052467009860788866,0.032981581751793373,95.703125,0.5846867749419954,-227.2558,64.377014,137.76518,22.520338,-14.502317,35.287315,63.57536,14.525473,5.6017485,12.350949,0
blues.00024.wav,1120.1665690448087,419.91940801387267,2324.212009226363,1067.3449245786146,1448.1227682080862,232.07516197705644,1.6092191,1.7328568,0.04727604770881671,0.03284804303651859,103.359375,0.5336426914153132,-274.37683,76.942955,130.40738,22.369991,-6.357468,36.64674,70.38822,17.649294,13.269664,15.178369,0
blues.00025.wav,1109.3207632048684,372.4112593583791,2243.3167778422276,915.5619328798742,1463.110786018259,194.06754031062144,1.472139,1.6877784,0.051697390999613305,0.03659598303130558,92.28515625,0.6303170920340294,-249.31532,63.068676,131.0003,18.391453,0.67786974,39.736237,66.704155,17.273815,17.911272,13.546629,0
blues.00026.wav,1198.8570181145512,402.4258380973526,2478.8330644576567,996.4918328705511,1573.3099536449588,289.97649449228436,1.434356,1.8847373,0.05197268646075019,0.03855994632178308,83.35433467741936,0.642691415313225,-284.64056,78.75625,108.80131,25.991209,9.085323,38.012424,51.198055,17.221447,18.071894,14.520167,0
blues.00027.wav,1392.0263573819868,447.7014093739892,2811.740048578886,735.7006345403577,1494.877563994314,208.47933179597402,1.3226612,1.1936585,0.07241441294470224,0.050454799582861906,95.703125,0.5491105955143079,-228.20984,53.04508,130.32317,26.256826,-23.311424,30.45111,70.20094,19.941048,1.1310546,13.481138,0
blues.00028.wav,1115.589479556315,324.8254158469751,2290.6881593496228,798.7430167556532,1398.7226588043538,229.87215162252653,1.5134022,1.6025416,0.04801998743232792,0.02857617645815396,103.359375,0.60015467904099,-248.98882,70.42846,139.05774,19.949247,-16.27087,34.143238,57.137146,18.143696,20.188507,12.578689,0
blues.00029.wav,1648.8848320568998,843.9144218382369,3760.300128697796,2039.5415976374072,2190.046420814181,430.36114119744553,1.5414482,1.6160375,0.05289486961040216,0.05698632515321641,129.19921875,0.559938128383604,-233.72897,60.712414,101.19028,29.751743,17.647951,19.370012,23.734175,14.8012495,2.082544,15.082636,0
blues.00030.wav,1379.023680302829,742.2739021469079,3015.6143507105567,2138.622988411464,2003.731133433046,519.2143803276208,1.3657365,1.1926304,0.039366118039443156,0.030750114988892845,143.5546875,0.5560711523588554,-206.93233,45.00081,117.80414,27.631823,23.241365,16.767239,28.308992,16.16462,-1.1260132,13.957167,0
blues.00031.wav,1330.6062681196108,593.5049015701624,2898.630603338892,1926.1094224925441,1973.2623612880411,484.2325797298655,1.3493702,1.3127482,0.04294722484048724,0.03310855531387314,151.99908088235293,0.5483372003093581,-221.87302,50.120155,110.8554,24.21547,18.636082,13.800015,30.92296,13.434972,3.296436,14.877094,0
blues.00032.wav,1309.7746511778676,869.5606669624182,2765.2346582257833,2164.9094489616136,1883.2581499910957,533.1245793866922,1.1749363,1.4731779,0.03938839846771075,0.0561969361557821,123.046875,0.5645784996133024,-288.7327,72.931725,105.90115,28.80309,18.776207,20.827404,23.682646,18.50763,5.6820407,19.532705,0
