,spectral_centroid_mean,spectral_centroid_std,spectral_rolloff_mean,spectral_rolloff_std,spectral_bandwidth_mean,spectral_bandwidth_std,spectral_flux_mean,spectral_flux_std,zero_crossings_mean,zero_crossings_std,tempo,low_energy,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,genre
blues.00000_part_1.wav,1790.813934637582,342.70414078130585,3859.1940900404675,921.2025967565778,2025.3043974471218,294.1442516751,1.403349,1.5039854,0.08038959457434053,0.026880486661475193,123.046875,0.5347721822541966,-124.913635,52.33093,119.79794,15.516554,-18.328676,16.17243,44.792126,13.987721,-5.3827233,12.255576,0
blues.00000_part_2.wav,1766.7921439588945,397.9575030662685,3826.842646976169,983.4436327970406,2021.6947689054782,283.6759464146055,1.3600214,1.4754193,0.07879828949340528,0.026847325601662357,123.046875,0.5299760191846523,-108.040146,49.033913,123.60418,19.8704,-16.065786,12.9379425,41.457764,11.9084215,-10.554242,11.151757,0
blues.00000_part_3.wav,1810.5476458534645,347.0915444344564,3802.908259330036,942.6289370965416,1991.5640662125543,293.89905963829193,1.3826951,1.450729,0.08782271058153478,0.028690592735830803,123.046875,0.5083932853717026,-109.34561,47.88345,123.22527,15.683563,-24.075006,15.49273,42.877445,11.143267,-7.042732,14.2717705,0
blues.00001_part_1.wav,1373.2185307981326,550.4678773569533,3001.5322897931655,1581.3493838572901,1846.7324660555655,475.5376557273179,1.5111108,2.2436888,0.05531629383992806,0.039842443777067624,107.666015625,0.5083932853717026,-223.68826,97.679276,130.28154,24.444275,0.6230838,33.270702,39.474735,15.110327,7.6233406,15.924262,0
blues.00001_part_2.wav,1562.0171399690826,675.268785361033,3702.394158891637,1806.4160412782132,2100.823489071351,463.45755922820734,1.4548178,2.140995,0.05302828050059952,0.037683150969859795,107.666015625,0.5035971223021583,-221.91922,85.392136,125.44193,24.618567,10.299148,18.295586,37.888237,18.626686,0.46001926,15.620192,0
blues.00001_part_3.wav,1633.0872154467702,599.4236498702683,3871.2258318345325,1689.8383220256546,2150.1919472251548,402.7644597284409,1.38968,1.6736196,0.058474314298561154,0.03742548425501652,107.666015625,0.5467625899280576,-188.90839,77.944084,122.07636,23.124966,11.154254,15.34566,35.595604,14.877455,-2.72584,16.15814,0
blues.00002_part_1.wav,1523.3731883708126,480.42508028443643,3035.226330654227,933.3649726620911,1738.7818106708164,254.78091316578184,1.6983287,2.0199761,0.0703125,0.041525287585280235,151.99908088235293,0.4844124700239808,-100.57877,54.827568,141.2882,24.83481,-25.416054,18.517017,34.400795,12.151553,-17.35925,13.742102,0
blues.00002_part_2.wav,1525.661365687891,401.6858768882207,3018.0307511803057,948.3055301587151,1716.8252841372034,273.29309945703295,1.690364,1.9864473,0.0729962904676259,0.025486755447165,151.99908088235293,0.4724220623501199,-96.30904,60.919044,144.17992,23.831202,-30.756865,19.124996,36.78067,12.442132,-17.019222,12.367111,0
blues.00002_part_3.wav,1581.394936415156,265.5786462958316,3016.3525039343526,743.9586760980488,1774.5705591131577,291.1651450834683,1.5463574,1.8391616,0.08289188961330936,0.023719554064032124,161.4990234375,0.4988009592326139,-81.18861,55.246212,140.21611,18.08169,-33.088097,21.630806,27.057856,9.034633,-10.287759,9.847833,0
blues.00003_part_1.wav,918.1036658643641,337.7488770856464,1773.0553057553957,848.9018515428598,1400.2385084016742,321.4828991980361,1.224476,1.9366983,0.029063858288369306,0.016434866220403015,63.02400914634146,0.5107913669064749,-215.73419,77.53372,157.74052,21.830362,2.681001,17.535364,26.920858,11.775236,5.35503,14.883341,0
blues.00003_part_2.wav,1187.6444620718007,494.8835198487967,2578.5881646245502,1488.3875276140168,1727.308060932843,468.7716281581558,1.2360111,1.7104695,0.03753910933752998,0.022909384795293312,172.265625,0.6019184652278178,-195.2349,74.24564,146.18246,23.722994,7.94387,15.1408825,26.355583,12.077708,0.9224508,14.840069,0
blues.00003_part_3.wav,1100.6732420706091,403.0144474716498,2208.108630283273,1118.2891641605868,1652.4604345162459,349.21323183278696,1.312594,1.6223314,0.03322186001199041,0.02133822095150701,172.265625,0.539568345323741,-188.32967,67.96596,148.1047,16.47571,4.4613395,15.251636,27.882053,13.44246,-2.8515995,18.4126,0
blues.00004_part_1.wav,2029.6368965194722,739.6327024846771,3988.3933087904675,1474.3731188745107,1858.608272245323,339.66042317059583,1.5511893,1.847889,0.11454469237110312,0.05935721917840727,135.99917763157896,0.5827338129496403,-153.65254,73.455284,116.04103,35.80086,-31.289135,17.663658,22.95379,15.048887,-36.77992,19.181791,0
blues.00004_part_2.wav,1812.6678997919437,495.5763416096967,3529.405596616457,1094.699176821746,1715.8420737779818,269.9307324068504,1.7311594,2.038009,0.1018341576738609,0.03747937213457068,135.99917763157896,0.5707434052757794,-167.40352,71.4258,131.62108,26.07829,-43.574116,18.878592,28.43691,13.118687,-33.80067,14.868701,0
